지점,지점명,일시,기온(°C),습도(%),
108,서울,2019-05-17 19:00,25.5,49,72.31805
108,서울,2019-05-17 20:00,24.5,52,71.3216
108,서울,2019-05-17 21:00,23.8,54,70.57948
108,서울,2019-05-17 22:00,23.3,56,70.08252
108,서울,2019-05-17 23:00,23,51,69.2497
108,서울,2019-05-18 0:00,22.7,48,68.61004
108,서울,2019-05-18 1:00,22.7,48,68.61004
108,서울,2019-05-18 2:00,22.5,44,68.034
108,서울,2019-05-18 3:00,22.1,43,67.45997
108,서울,2019-05-18 4:00,21.2,56,67.21728
108,서울,2019-05-18 5:00,19.6,60,65.2384
108,서울,2019-05-18 6:00,19.2,63,64.81804
108,서울,2019-05-18 7:00,19.3,59,64.76913
108,서울,2019-05-18 8:00,22.5,43,67.95425
108,서울,2019-05-18 9:00,23.1,39,68.35291
108,서울,2019-05-18 10:00,24.1,41,69.74019
108,서울,2019-05-18 11:00,23.9,44,69.77784
108,서울,2019-05-18 12:00,23.9,43,69.68423
108,서울,2019-05-18 13:00,23.6,44,69.40416
108,서울,2019-05-18 14:00,23.6,45,69.4948
108,서울,2019-05-18 15:00,25.1,42,71.06158
108,서울,2019-05-18 16:00,25.2,42,71.18416
108,서울,2019-05-18 17:00,25.2,43,71.29064
108,서울,2019-05-18 18:00,25,40,70.73
108,서울,2019-05-18 19:00,23.9,43,69.68423
108,서울,2019-05-18 20:00,23.1,46,68.95274
108,서울,2019-05-18 21:00,22.7,49,68.69177
108,서울,2019-05-18 22:00,22.4,49,68.30324
108,서울,2019-05-18 23:00,22,55,68.234
108,서울,2019-05-19 0:00,21.6,55,67.6922
108,서울,2019-05-19 1:00,21.3,58,67.48946
108,서울,2019-05-19 2:00,20.8,61,66.98612
108,서울,2019-05-19 3:00,18.9,91,65.62301
108,서울,2019-05-19 4:00,18.4,95,64.9242
108,서울,2019-05-19 5:00,18.4,93,64.84588
108,서울,2019-05-19 6:00,17.9,94,64.01474
108,서울,2019-05-19 7:00,18.2,86,64.23948
108,서울,2019-05-19 8:00,18.8,82,65.06384
108,서울,2019-05-19 9:00,18.6,89,65.02746
108,서울,2019-05-19 10:00,18.5,95,65.09925
108,서울,2019-05-19 11:00,18.5,96,65.1394
108,서울,2019-05-19 12:00,18.7,96,65.49148
108,서울,2019-05-19 13:00,19.7,95,67.19985
108,서울,2019-05-19 14:00,21,91,69.2159
108,서울,2019-05-19 15:00,20.5,95,68.60025
108,서울,2019-05-19 16:00,20.4,95,68.4252
108,서울,2019-05-19 17:00,20.5,95,68.60025
108,서울,2019-05-19 18:00,20.2,96,68.13208
108,서울,2019-05-19 19:00,20,96,67.78
108,서울,2019-05-19 20:00,20,97,67.835
108,서울,2019-05-19 21:00,20,96,67.78
108,서울,2019-05-19 22:00,20,95,67.725
108,서울,2019-05-19 23:00,20,92,67.56
108,서울,2019-05-20 0:00,20.1,87,67.45213
108,서울,2019-05-20 1:00,20.2,84,67.44832
108,서울,2019-05-20 2:00,19.7,94,67.14782
108,서울,2019-05-20 3:00,18.2,96,64.61128
108,서울,2019-05-20 4:00,16.6,94,61.75196
108,서울,2019-05-20 5:00,16.1,90,60.8161
108,서울,2019-05-20 6:00,16.2,91,61.00358
108,서울,2019-05-20 7:00,15.8,84,60.22528
108,서울,2019-05-20 8:00,15.8,70,60.0374
108,서울,2019-05-20 9:00,15.8,59,59.88978
108,서울,2019-05-20 10:00,16.7,52,60.98816
108,서울,2019-05-20 11:00,17.4,46,61.73996
108,서울,2019-05-20 12:00,18.3,42,62.72614
108,서울,2019-05-20 13:00,18.2,37,62.41766
108,서울,2019-05-20 14:00,18.3,43,62.76431
108,서울,2019-05-20 15:00,18,47,62.5344
108,서울,2019-05-20 16:00,18.5,42,62.9713
108,서울,2019-05-20 17:00,18.4,41,62.80956
108,서울,2019-05-20 18:00,17.3,44,61.55688
108,서울,2019-05-20 19:00,15.7,50,59.6385
108,서울,2019-05-20 20:00,14.5,55,58.07525
108,서울,2019-05-20 21:00,14,61,57.3716
108,서울,2019-05-20 22:00,13.6,62,56.79768
108,서울,2019-05-20 23:00,13.4,59,56.54394
108,서울,2019-05-21 0:00,13,69,55.8433
108,서울,2019-05-21 1:00,12.5,72,55.039
108,서울,2019-05-21 2:00,12.3,73,54.71321
108,서울,2019-05-21 3:00,12.2,70,54.6266
108,서울,2019-05-21 4:00,12.1,71,54.45309
108,서울,2019-05-21 5:00,11.8,74,53.92068
108,서울,2019-05-21 6:00,11.8,73,53.94686
108,서울,2019-05-21 7:00,12.7,63,55.49899
108,서울,2019-05-21 8:00,14.6,58,58.21532
108,서울,2019-05-21 9:00,16.4,55,60.6488
108,서울,2019-05-21 10:00,18.2,48,62.82664
108,서울,2019-05-21 11:00,20.2,37,64.77026
108,서울,2019-05-21 12:00,21.4,34,65.97524
108,서울,2019-05-21 13:00,22.4,30,66.8068
108,서울,2019-05-21 14:00,22.9,27,67.10917
108,서울,2019-05-21 15:00,23.2,27,67.43236
108,서울,2019-05-21 16:00,22.8,30,67.2496
108,서울,2019-05-21 17:00,22.7,29,67.05717
108,서울,2019-05-21 18:00,21,33,65.4517
108,서울,2019-05-21 19:00,19.7,42,64.44226
108,서울,2019-05-21 20:00,18,48,62.5696
108,서울,2019-05-21 21:00,17.1,52,61.51808
108,서울,2019-05-21 22:00,16.1,60,60.3244
108,서울,2019-05-21 23:00,15.2,69,59.12812
108,서울,2019-05-22 0:00,14.6,72,58.23688
108,서울,2019-05-22 1:00,14.3,73,57.77861
108,서울,2019-05-22 2:00,13.9,75,57.15475
108,서울,2019-05-22 3:00,13.6,73,56.70572
108,서울,2019-05-22 4:00,13.3,73,56.24591
108,서울,2019-05-22 5:00,12.7,73,55.32629
108,서울,2019-05-22 6:00,12.3,76,54.64952
108,서울,2019-05-22 7:00,13.4,61,56.52326
108,서울,2019-05-22 8:00,15.9,53,59.94273
108,서울,2019-05-22 9:00,18.1,45,62.58955
108,서울,2019-05-22 10:00,20.2,40,64.9412
108,서울,2019-05-22 11:00,22.3,32,66.85164
108,서울,2019-05-22 12:00,23.9,28,68.28008
108,서울,2019-05-22 13:00,25.3,21,69.04987
108,서울,2019-05-22 14:00,25.7,20,69.3456
108,서울,2019-05-22 15:00,26.3,21,70.06777
108,서울,2019-05-22 16:00,25.4,21,69.15166
108,서울,2019-05-22 17:00,25.1,26,69.37374
108,서울,2019-05-22 18:00,23.6,30,68.1352
108,서울,2019-05-22 19:00,22.2,35,66.9693
108,서울,2019-05-22 20:00,20.9,39,65.72149
108,서울,2019-05-22 21:00,20.2,42,65.05516
108,서울,2019-05-22 22:00,19.5,45,64.34725
108,서울,2019-05-22 23:00,19,46,63.7646
108,서울,2019-05-23 0:00,18.3,53,63.14601
108,서울,2019-05-23 1:00,17.5,57,62.19925
108,서울,2019-05-23 2:00,16.6,60,61.0264
108,서울,2019-05-23 3:00,16,60,60.184
108,서울,2019-05-23 4:00,16.3,62,60.64194
108,서울,2019-05-23 5:00,15.4,72,59.45512
108,서울,2019-05-23 6:00,15,74,58.857
108,서울,2019-05-23 7:00,16,64,60.2456
108,서울,2019-05-23 8:00,18.3,57,63.29869
108,서울,2019-05-23 9:00,20.1,54,65.60446
108,서울,2019-05-23 10:00,22,49,67.7852
108,서울,2019-05-23 11:00,23.8,44,69.65328
108,서울,2019-05-23 12:00,25.4,39,71.10394
108,서울,2019-05-23 13:00,26.4,37,72.06332
108,서울,2019-05-23 14:00,27.8,31,72.91682
108,서울,2019-05-23 15:00,28.8,25,73.181
108,서울,2019-05-23 16:00,28.9,23,73.00053
108,서울,2019-05-23 17:00,28.8,20,72.4704
108,서울,2019-05-23 18:00,28.2,19,71.72942
108,서울,2019-05-23 19:00,26.7,21,70.47493
108,서울,2019-05-23 20:00,24.5,26,68.7333
108,서울,2019-05-23 21:00,23.2,32,67.86576
108,서울,2019-05-23 22:00,21.6,49,67.26716
108,서울,2019-05-23 23:00,20.6,55,66.3377
108,서울,2019-05-24 0:00,19.7,57,65.22271
108,서울,2019-05-24 1:00,18.8,56,63.94272
108,서울,2019-05-24 2:00,18,54,62.7808
108,서울,2019-05-24 3:00,17.2,56,61.75968
108,서울,2019-05-24 4:00,16.7,57,61.09981
108,서울,2019-05-24 5:00,16.4,57,60.68752
108,서울,2019-05-24 6:00,16.5,56,60.8046
108,서울,2019-05-24 7:00,17.9,50,62.5095
108,서울,2019-05-24 8:00,20.6,44,65.66736
108,서울,2019-05-24 9:00,23,41,68.4027
108,서울,2019-05-24 10:00,25.3,38,70.87686
108,서울,2019-05-24 11:00,26.9,36,72.52816
108,서울,2019-05-24 12:00,28.8,33,74.31796
108,서울,2019-05-24 13:00,30.3,32,75.86604
108,서울,2019-05-24 14:00,31.6,30,76.9912
108,서울,2019-05-24 15:00,32.6,29,77.91846
108,서울,2019-05-24 16:00,33.2,29,78.57672
108,서울,2019-05-24 17:00,32.5,33,78.52375
108,서울,2019-05-24 18:00,30.4,40,77.2424
108,서울,2019-05-24 19:00,27.7,49,75.16727
108,서울,2019-05-24 20:00,25.5,52,72.6464
108,서울,2019-05-24 21:00,23.8,54,70.57948
108,서울,2019-05-24 22:00,23,53,69.4191
108,서울,2019-05-24 23:00,22.2,57,68.65846
108,서울,2019-05-25 0:00,21.4,62,67.90332
108,서울,2019-05-25 1:00,20.8,63,67.11196
108,서울,2019-05-25 2:00,20.2,67,66.47966
108,서울,2019-05-25 3:00,19.6,70,65.7488
108,서울,2019-05-25 4:00,19.2,72,65.24176
108,서울,2019-05-25 5:00,18.7,75,64.60675
108,서울,2019-05-25 6:00,18.5,74,64.2561
108,서울,2019-05-25 7:00,19.4,64,65.15384
108,서울,2019-05-25 8:00,20.9,58,66.93578
108,서울,2019-05-25 9:00,22.7,51,68.85523
108,서울,2019-05-25 10:00,24.1,43,69.93137
108,서울,2019-05-25 11:00,25.1,34,70.21766
108,서울,2019-05-25 12:00,26.3,27,70.77199
108,서울,2019-05-25 13:00,27,24,71.1532
108,서울,2019-05-25 14:00,27.6,18,71.00032
108,서울,2019-05-25 15:00,27.5,22,71.4185
108,서울,2019-05-25 16:00,28.4,19,71.92904
108,서울,2019-05-25 17:00,27.8,26,72.25572
108,서울,2019-05-25 18:00,27.1,31,72.13499
108,서울,2019-05-25 19:00,26.7,32,71.80956
108,서울,2019-05-25 20:00,25.3,30,70.0171
108,서울,2019-05-25 21:00,24.2,37,69.47546
108,서울,2019-05-25 22:00,23.3,44,69.03048
108,서울,2019-05-25 23:00,22.3,52,68.40704
108,서울,2019-05-26 0:00,21.5,53,67.41705
108,서울,2019-05-26 1:00,21.1,55,67.01495
108,서울,2019-05-26 2:00,20.6,55,66.3377
108,서울,2019-05-26 3:00,20.3,58,66.10526
108,서울,2019-05-26 4:00,19.6,62,65.34048
108,서울,2019-05-26 5:00,19.1,59,64.49031
108,서울,2019-05-26 6:00,18.7,61,64.01693
108,서울,2019-05-26 7:00,19.9,54,65.33554
108,서울,2019-05-26 8:00,22.1,43,67.45997
108,서울,2019-05-26 9:00,24.7,39,70.26667
108,서울,2019-05-26 10:00,26.6,32,71.69688
108,서울,2019-05-26 11:00,28.1,27,72.71113
108,서울,2019-05-26 12:00,29.5,24,73.7722
108,서울,2019-05-26 13:00,30.2,22,74.19356
108,서울,2019-05-26 14:00,30.5,24,74.8198
108,서울,2019-05-26 15:00,30.2,27,74.97346
108,서울,2019-05-26 16:00,30,26,74.604
108,서울,2019-05-26 17:00,29.5,22,73.4741
108,서울,2019-05-26 18:00,27.1,23,71.13267
108,서울,2019-05-26 19:00,25.4,29,70.01934
108,서울,2019-05-26 20:00,23.8,35,68.8197
108,서울,2019-05-26 21:00,23.2,37,68.29916
108,서울,2019-05-26 22:00,22.7,39,67.87447
108,서울,2019-05-26 23:00,22.5,40,67.715
108,서울,2019-05-27 0:00,22.1,43,67.45997
108,서울,2019-05-27 1:00,22.1,43,67.45997
108,서울,2019-05-27 2:00,22.2,44,67.66032
108,서울,2019-05-27 3:00,21.9,55,68.09855
108,서울,2019-05-27 4:00,20.9,70,67.7027
108,서울,2019-05-27 5:00,20.4,69,66.89224
108,서울,2019-05-27 6:00,19,73,64.9823
108,서울,2019-05-27 7:00,17.8,91,63.74102
108,서울,2019-05-27 8:00,18.1,92,64.29048
108,서울,2019-05-27 9:00,18.1,94,64.36286
108,서울,2019-05-27 10:00,18.4,94,64.88504
108,서울,2019-05-27 11:00,18.9,95,65.79945
108,서울,2019-05-27 12:00,19.2,95,66.3246
108,서울,2019-05-27 13:00,19.6,95,67.0248
108,서울,2019-05-27 14:00,18.4,95,64.9242
108,서울,2019-05-27 15:00,17.6,96,63.55504
108,서울,2019-05-27 16:00,17.4,95,63.1737
108,서울,2019-05-27 17:00,16.8,94,62.10008
108,서울,2019-05-27 18:00,16,96,60.7384
108,서울,2019-05-27 19:00,16,93,60.6922
108,서울,2019-05-27 20:00,16.4,81,61.15216
108,서울,2019-05-27 21:00,16.4,76,61.05536
108,서울,2019-05-27 22:00,16.2,70,60.6386
108,서울,2019-05-27 23:00,15.3,62,59.21814
108,서울,2019-05-28 0:00,14.3,62,57.79434
108,서울,2019-05-28 1:00,13.8,61,57.08882
108,서울,2019-05-28 2:00,13.5,59,56.68335
108,서울,2019-05-28 3:00,12.7,63,55.49899
108,서울,2019-05-28 4:00,12.2,64,54.75992
108,서울,2019-05-28 5:00,12,65,54.447
108,서울,2019-05-28 6:00,12,65,54.447
108,서울,2019-05-28 7:00,13.2,59,56.26512
108,서울,2019-05-28 8:00,15,50,58.725
108,서울,2019-05-28 9:00,16.7,48,60.89884
108,서울,2019-05-28 10:00,18,46,62.4992
108,서울,2019-05-28 11:00,20,41,64.755
108,서울,2019-05-28 12:00,21.7,35,66.39105
108,서울,2019-05-28 13:00,22.9,27,67.10917
108,서울,2019-05-28 14:00,23.9,28,68.28008
108,서울,2019-05-28 15:00,24,26,68.1996
108,서울,2019-05-28 16:00,23.6,27,67.86328
108,서울,2019-05-28 17:00,23.7,25,67.78775
108,서울,2019-05-28 18:00,23,22,66.7934
108,서울,2019-05-28 19:00,21.7,23,65.52909
108,서울,2019-05-28 20:00,20.1,27,64.09273
108,서울,2019-05-28 21:00,18.5,44,63.0516
108,서울,2019-05-28 22:00,17.6,54,62.24296
108,서울,2019-05-28 23:00,16.9,61,61.47191
108,서울,2019-05-29 0:00,16.4,64,60.82304
108,서울,2019-05-29 1:00,15.8,70,60.0374
108,서울,2019-05-29 2:00,15.3,74,59.31978
108,서울,2019-05-29 3:00,14.7,77,58.40181
108,서울,2019-05-29 4:00,14,78,57.2968
108,서울,2019-05-29 5:00,13.4,75,56.3785
108,서울,2019-05-29 6:00,13.6,75,56.689
108,서울,2019-05-29 7:00,15,66,58.813
108,서울,2019-05-29 8:00,17,58,61.5374
108,서울,2019-05-29 9:00,19.6,51,64.77904
108,서울,2019-05-29 10:00,21,49,66.4901
108,서울,2019-05-29 11:00,22.7,39,67.87447
108,서울,2019-05-29 12:00,24.2,34,69.18572
108,서울,2019-05-29 13:00,25.7,27,70.12561
108,서울,2019-05-29 14:00,25.9,25,70.11425
108,서울,2019-05-29 15:00,26.4,21,70.16956
108,서울,2019-05-29 16:00,26.3,28,70.88936
108,서울,2019-05-29 17:00,25.9,27,70.34107
108,서울,2019-05-29 18:00,24.9,30,69.5743
108,서울,2019-05-29 19:00,23.2,34,68.03912
108,서울,2019-05-29 20:00,21.5,40,66.509
108,서울,2019-05-29 21:00,20.5,46,65.6627
108,서울,2019-05-29 22:00,19.4,48,64.36888
108,서울,2019-05-29 23:00,18.6,51,63.46414
108,서울,2019-05-30 0:00,18.1,53,62.87907
108,서울,2019-05-30 1:00,17.2,58,61.81424
108,서울,2019-05-30 2:00,16.3,58,60.56846
108,서울,2019-05-30 3:00,16,58,60.1532
108,서울,2019-05-30 4:00,15.5,62,59.5029
108,서울,2019-05-30 5:00,14.9,63,58.65313
108,서울,2019-05-30 6:00,14.7,60,58.3588
108,서울,2019-05-30 7:00,16.2,53,60.34314
108,서울,2019-05-30 8:00,18.8,41,63.29592
108,서울,2019-05-30 9:00,20.8,33,65.22436
108,서울,2019-05-30 10:00,22.5,35,67.31625
108,서울,2019-05-30 11:00,23.9,32,68.65452
108,서울,2019-05-30 12:00,23.9,35,68.93535
108,서울,2019-05-30 13:00,24.1,34,69.07106
108,서울,2019-05-30 14:00,23.5,39,68.83135
108,서울,2019-05-30 15:00,23.9,36,69.02896
108,서울,2019-05-30 16:00,23.2,39,68.47252
108,서울,2019-05-30 17:00,22.1,44,67.53576
108,서울,2019-05-30 18:00,21,50,66.555
108,서울,2019-05-30 19:00,20.6,51,66.09394
108,서울,2019-05-30 20:00,19.8,54,65.20108
108,서울,2019-05-30 21:00,19,56,64.2156
108,서울,2019-05-30 22:00,18.7,52,63.63776
108,서울,2019-05-30 23:00,18.5,49,63.25235
108,서울,2019-05-31 0:00,17.5,56,62.169
108,서울,2019-05-31 1:00,17.3,56,61.89612
108,서울,2019-05-31 2:00,17.2,55,61.7324
108,서울,2019-05-31 3:00,16.9,56,61.35036
108,서울,2019-05-31 4:00,16.6,59,61.00506
108,서울,2019-05-31 5:00,16.4,56,60.66816
108,서울,2019-05-31 6:00,16.2,59,60.44742
108,서울,2019-05-31 7:00,16.6,58,60.98372
108,서울,2019-05-31 8:00,17.9,51,62.54371
108,서울,2019-05-31 9:00,19.9,42,64.68742
108,서울,2019-05-31 10:00,21.3,39,66.19993
108,서울,2019-05-31 11:00,21.7,39,66.67837
108,서울,2019-05-31 12:00,22.7,38,67.79274
108,서울,2019-05-31 13:00,22.2,42,67.50676
108,서울,2019-05-31 14:00,23,37,68.0639
108,서울,2019-05-31 15:00,22.7,39,67.87447
108,서울,2019-05-31 16:00,22.9,37,67.94627
108,서울,2019-05-31 17:00,22.8,39,67.99408
108,서울,2019-05-31 18:00,21.2,44,66.41472
108,서울,2019-05-31 19:00,20.1,47,65.21253
108,서울,2019-05-31 20:00,18.2,53,63.01254
108,서울,2019-05-31 21:00,17.3,56,61.89612
108,서울,2019-05-31 22:00,16.8,56,61.21392
108,서울,2019-05-31 23:00,16.5,58,60.8453
108,서울,2019-06-01 0:00,16.1,63,60.37357
108,서울,2019-06-01 1:00,15.5,69,59.57605
108,서울,2019-06-01 2:00,15.3,74,59.31978
108,서울,2019-06-01 3:00,15,80,58.89
108,서울,2019-06-01 4:00,15.2,78,59.19544
108,서울,2019-06-01 5:00,15.5,77,59.65965
108,서울,2019-06-01 6:00,15.7,77,59.97411
108,서울,2019-06-01 7:00,16.2,72,60.67336
108,서울,2019-06-01 8:00,17.4,59,62.12034
108,서울,2019-06-01 9:00,18.6,58,63.75212
108,서울,2019-06-01 10:00,20.1,55,65.66045
108,서울,2019-06-01 11:00,21.1,52,66.81728
108,서울,2019-06-01 12:00,21.3,51,67.01437
108,서울,2019-06-01 13:00,21.5,51,67.27735
108,서울,2019-06-01 14:00,22.3,45,67.86265
108,서울,2019-06-01 15:00,22.9,44,68.53224
108,서울,2019-06-01 16:00,23.2,42,68.73256
108,서울,2019-06-01 17:00,23.1,45,68.86705
108,서울,2019-06-01 18:00,23.1,47,69.03843
108,서울,2019-06-01 19:00,20.9,51,66.48841
108,서울,2019-06-01 20:00,19.4,59,64.90854
108,서울,2019-06-01 21:00,18.2,61,63.30998
108,서울,2019-06-01 22:00,17.5,65,62.44125
108,서울,2019-06-01 23:00,16.8,66,61.44712
108,서울,2019-06-02 0:00,16.5,66,61.0081
108,서울,2019-06-02 1:00,16,67,60.2918
108,서울,2019-06-02 2:00,15.8,67,59.99714
108,서울,2019-06-02 3:00,15.5,70,59.5865
108,서울,2019-06-02 4:00,14.9,74,58.70274
108,서울,2019-06-02 5:00,14.4,73,57.93188
108,서울,2019-06-02 6:00,14.1,73,57.47207
108,서울,2019-06-02 7:00,15.3,65,59.24355
108,서울,2019-06-02 8:00,18.2,56,63.12408
108,서울,2019-06-02 9:00,20.8,46,66.04232
108,서울,2019-06-02 10:00,22.9,39,68.11369
108,서울,2019-06-02 11:00,24.4,32,69.21792
108,서울,2019-06-02 12:00,26.2,22,70.08236
108,서울,2019-06-02 13:00,27.1,27,71.63383
108,서울,2019-06-02 14:00,27.3,30,72.2311
108,서울,2019-06-02 15:00,27.5,27,72.06475
108,서울,2019-06-02 16:00,27.1,30,72.0097
108,서울,2019-06-02 17:00,26.2,24,70.31512
108,서울,2019-06-02 18:00,25.2,22,69.05456
108,서울,2019-06-02 19:00,23.8,26,67.98612
108,서울,2019-06-02 20:00,22.1,29,66.39891
108,서울,2019-06-02 21:00,21,31,65.3219
108,서울,2019-06-02 22:00,20.1,37,64.65263
108,서울,2019-06-02 23:00,19.3,42,63.95194
108,서울,2019-06-03 0:00,18.7,46,63.38498
108,서울,2019-06-03 1:00,18.1,47,62.66193
108,서울,2019-06-03 2:00,17.5,51,62.01775
108,서울,2019-06-03 3:00,17,52,61.3856
108,서울,2019-06-03 4:00,16.6,51,60.83434
108,서울,2019-06-03 5:00,16.4,52,60.59072
108,서울,2019-06-03 6:00,16,51,60.0454
108,서울,2019-06-03 7:00,17.2,45,61.4596
108,서울,2019-06-03 8:00,19.6,41,64.26864
108,서울,2019-06-03 9:00,22.2,37,67.12286
108,서울,2019-06-03 10:00,24.2,33,69.08914
108,서울,2019-06-03 11:00,26,30,70.792
108,서울,2019-06-03 12:00,26.4,39,72.30004
108,서울,2019-06-03 13:00,26.1,44,72.51816
108,서울,2019-06-03 14:00,27.1,34,72.51086
108,서울,2019-06-03 15:00,28.5,33,73.97695
108,서울,2019-06-03 16:00,28.7,31,73.92203
108,서울,2019-06-03 17:00,29.4,31,74.70386
108,서울,2019-06-03 18:00,29.2,32,74.62656
108,서울,2019-06-03 19:00,28,33,73.4086
108,서울,2019-06-03 20:00,26.3,37,71.94569
108,서울,2019-06-03 21:00,24.6,43,70.54922
108,서울,2019-06-03 22:00,22.3,52,68.40704
108,서울,2019-06-03 23:00,21.5,55,67.55675
108,서울,2019-06-04 0:00,21,56,66.9444
108,서울,2019-06-04 1:00,20.3,59,66.16323
108,서울,2019-06-04 2:00,19.6,59,65.18736
108,서울,2019-06-04 3:00,18.9,66,64.52026
108,서울,2019-06-04 4:00,18.5,64,63.8546
108,서울,2019-06-04 5:00,17.8,67,62.94374
108,서울,2019-06-04 6:00,17.6,58,62.36792
108,서울,2019-06-04 7:00,19.2,53,64.34724
108,서울,2019-06-04 8:00,21.6,43,66.84212
108,서울,2019-06-04 9:00,23.8,44,69.65328
108,서울,2019-06-04 10:00,25.4,38,70.99548
108,서울,2019-06-04 11:00,27,35,72.5205
108,서울,2019-06-04 12:00,27.8,37,73.71014
108,서울,2019-06-04 13:00,28.4,36,74.27776
108,서울,2019-06-04 14:00,28.6,36,74.51104
108,서울,2019-06-04 15:00,28.4,37,74.41592
108,서울,2019-06-04 16:00,27.6,42,74.12608
108,서울,2019-06-04 17:00,26.6,49,73.74266
108,서울,2019-06-04 18:00,26,50,73.08
108,서울,2019-06-04 19:00,24.5,59,72.01845
108,서울,2019-06-04 20:00,21.4,75,68.7985
108,서울,2019-06-04 21:00,20,79,66.845
108,서울,2019-06-04 22:00,19,81,65.3431
108,서울,2019-06-04 23:00,19,79,65.2529
108,서울,2019-06-05 0:00,18.6,80,64.6572
108,서울,2019-06-05 1:00,18.4,82,64.41512
108,서울,2019-06-05 2:00,18.1,83,63.96477
108,서울,2019-06-05 3:00,17.8,83,63.47526
108,서울,2019-06-05 4:00,18.1,82,63.92858
108,서울,2019-06-05 5:00,18.2,81,64.05358
108,서울,2019-06-05 6:00,18.5,80,64.497
108,서울,2019-06-05 7:00,19.2,75,65.383
108,서울,2019-06-05 8:00,20.6,69,67.19086
108,서울,2019-06-05 9:00,21.7,67,68.68961
108,서울,2019-06-05 10:00,23.3,61,70.52087
108,서울,2019-06-05 11:00,25.5,51,72.53695
108,서울,2019-06-05 12:00,27.2,47,74.26716
108,서울,2019-06-05 13:00,28.6,41,75.21174
108,서울,2019-06-05 14:00,29.3,42,76.20994
108,서울,2019-06-05 15:00,29.4,44,76.62864
108,서울,2019-06-05 16:00,28,49,75.5558
108,서울,2019-06-05 17:00,27.4,47,74.52222
108,서울,2019-06-05 18:00,25.8,55,73.3811
108,서울,2019-06-05 19:00,24.9,57,72.36907
108,서울,2019-06-05 20:00,24.2,59,71.60022
108,서울,2019-06-05 21:00,23.7,57,70.71991
108,서울,2019-06-05 22:00,22,73,69.5804
108,서울,2019-06-05 23:00,20.6,76,67.61744
108,서울,2019-06-06 0:00,20.1,77,66.89223
108,서울,2019-06-06 1:00,19.3,84,65.97088
108,서울,2019-06-06 2:00,18.9,86,65.40246
108,서울,2019-06-06 3:00,18.8,87,65.27944
108,서울,2019-06-06 4:00,18.7,83,64.94379
108,서울,2019-06-06 5:00,18.6,84,64.82176
108,서울,2019-06-06 6:00,18.9,81,65.18191
108,서울,2019-06-06 7:00,20,76,66.68
108,서울,2019-06-06 8:00,21.6,68,68.61312
108,서울,2019-06-06 9:00,22.7,65,69.99945
108,서울,2019-06-06 10:00,23.5,63,70.98295
108,서울,2019-06-06 11:00,23.3,62,70.60854
108,서울,2019-06-06 12:00,23.8,59,71.04258
108,서울,2019-06-06 13:00,24.7,57,72.09421
108,서울,2019-06-06 14:00,25.1,58,72.74942
108,서울,2019-06-06 15:00,24.4,63,72.27328
108,서울,2019-06-06 16:00,22.8,83,71.63376
108,서울,2019-06-06 17:00,22.7,79,71.14367
108,서울,2019-06-06 18:00,22.2,74,69.96372
108,서울,2019-06-06 19:00,22.2,64,69.19592
108,서울,2019-06-06 20:00,21,83,68.6967
108,서울,2019-06-06 21:00,19.8,92,67.21584
108,서울,2019-06-06 22:00,19,93,65.8843
108,서울,2019-06-06 23:00,18.8,93,65.53816
108,서울,2019-06-07 0:00,18.7,86,65.07018
108,서울,2019-06-07 1:00,18.2,88,64.31384
108,서울,2019-06-07 2:00,17.7,94,63.66662
108,서울,2019-06-07 3:00,17.4,95,63.1737
108,서울,2019-06-07 4:00,17.2,96,62.85088
108,서울,2019-06-07 5:00,17.1,96,62.67484
108,서울,2019-06-07 6:00,17,96,62.4988
108,서울,2019-06-07 7:00,17.2,96,62.85088
108,서울,2019-06-07 8:00,17.6,95,63.5238
108,서울,2019-06-07 9:00,18.1,95,64.39905
108,서울,2019-06-07 10:00,18.8,93,65.53816
108,서울,2019-06-07 11:00,19.2,88,65.99504
108,서울,2019-06-07 12:00,19.8,91,67.16282
108,서울,2019-06-07 13:00,20.9,76,68.08616
108,서울,2019-06-07 14:00,22.6,68,70.09632
108,서울,2019-06-07 15:00,23.5,60,70.714
108,서울,2019-06-07 16:00,23.6,59,70.76376
108,서울,2019-06-07 17:00,24.4,54,71.38624
108,서울,2019-06-07 18:00,24.3,52,71.05664
108,서울,2019-06-07 19:00,23.5,51,69.90715
108,서울,2019-06-07 20:00,21.9,56,68.17236
108,서울,2019-06-07 21:00,21,61,67.2689
108,서울,2019-06-07 22:00,20.6,66,67.00804
108,서울,2019-06-07 23:00,20,63,65.965
108,서울,2019-06-08 0:00,19.1,68,64.90512
108,서울,2019-06-08 1:00,18.2,76,63.86768
108,서울,2019-06-08 2:00,17.6,73,62.83652
108,서울,2019-06-08 3:00,17.1,77,62.17533
108,서울,2019-06-08 4:00,16.5,79,61.27265
108,서울,2019-06-08 5:00,16.1,78,60.61942
108,서울,2019-06-08 6:00,16.1,79,60.63581
108,서울,2019-06-08 7:00,17.5,68,62.532
108,서울,2019-06-08 8:00,19.8,60,65.5192
108,서울,2019-06-08 9:00,21.5,53,67.41705
108,서울,2019-06-08 10:00,23.3,47,69.29349
108,서울,2019-06-08 11:00,24.4,41,70.10496
108,서울,2019-06-08 12:00,26,35,71.364
108,서울,2019-06-08 13:00,27,33,72.2719
